#species	count
species:ncbi:555479	768
species:ncbi:34504	767
species:ncbi:6398	763
species:ncbi:1492	762
species:ncbi:476	760
species:ncbi:28909	759
species:ncbi:10160	755
species:ncbi:915	754
species:ncbi:9014	754
species:ncbi:5580	753
species:ncbi:9531	751
species:ncbi:1901	749
species:ncbi:214035	748
species:ncbi:28304	748
species:ncbi:71765	747
species:ncbi:38170	747
species:ncbi:1285	747
species:ncbi:90988	746
species:ncbi:10385	746
species:ncbi:1912	746
species:ncbi:8656	744
species:ncbi:5180	744
species:ncbi:7226	743
species:ncbi:472	743
species:ncbi:11840	743
species:ncbi:11552	742
species:ncbi:347	742
species:ncbi:1585	740
species:ncbi:39407	740
species:ncbi:118562	738
species:ncbi:3357	735
species:ncbi:870	732
species:ncbi:34903	732
species:ncbi:486	732
species:ncbi:1783	729
species:ncbi:1336	729
species:ncbi:3627	729
species:ncbi:99883	728
species:ncbi:1354	727
species:ncbi:1778	726
species:ncbi:40922	726
species:ncbi:9646	725
species:ncbi:1284	724
species:ncbi:10471	723
species:ncbi:34387	723
species:ncbi:38251	720
species:ncbi:92921	719
species:ncbi:6728	718
species:ncbi:3469	717
species:ncbi:10279	717
species:ncbi:8732	716
species:ncbi:3570	716
species:ncbi:10537	714
species:ncbi:4073	712
species:ncbi:37705	711
species:ncbi:74722	708
species:ncbi:731	708
species:ncbi:28377	706
species:ncbi:8730	706
species:ncbi:34819	702
species:ncbi:7937	701
species:ncbi:12845	700
species:ncbi:48038	699
species:ncbi:821	697
species:ncbi:7373	697
species:ncbi:27717	696
species:ncbi:214	696
species:ncbi:1247	695
species:ncbi:72228	694
species:ncbi:1359	688
species:ncbi:738	688
species:ncbi:136966	686
species:ncbi:7238	686
species:ncbi:67593	685
species:ncbi:569	684
species:ncbi:56636	683
species:ncbi:9430	683
species:ncbi:7830	682
species:ncbi:1580	681
species:ncbi:156230	681
species:ncbi:3911	681
species:ncbi:4076	679
species:ncbi:11970	679
species:ncbi:1599	679
species:ncbi:37338	678
species:ncbi:3694	677
species:ncbi:67825	677
species:ncbi:33113	675
species:ncbi:10258	675
species:ncbi:6277	675
species:ncbi:7368	674
species:ncbi:8722	674
species:ncbi:8384	672
species:ncbi:108931	672
species:ncbi:10331	671
species:ncbi:28295	671
species:ncbi:12145	669
species:ncbi:458696	669
species:ncbi:588	669
species:ncbi:5116	667
species:ncbi:4146	667
species:ncbi:12202	666
species:ncbi:1894	665
species:ncbi:36911	664
species:ncbi:1659	664
species:ncbi:4927	664
species:ncbi:83837	663
species:ncbi:193516	662
species:ncbi:52958	661
species:ncbi:35554	661
species:ncbi:1906	659
species:ncbi:28133	659
species:ncbi:4722	658
species:ncbi:2039	658
species:ncbi:4092	657
species:ncbi:5694	656
species:ncbi:621	655
species:ncbi:1596	655
species:ncbi:12890	655
species:ncbi:67723	653
species:ncbi:10654	653
species:ncbi:4681	653
species:ncbi:636	653
species:ncbi:24	651
species:ncbi:1597	651
species:ncbi:2103	649
species:ncbi:5481	648
species:ncbi:8074	647
species:ncbi:13262	646
species:ncbi:10726	646
species:ncbi:6337	645
species:ncbi:1288	644
species:ncbi:8316	640
species:ncbi:124350	639
species:ncbi:8023	638
species:ncbi:1685	637
species:ncbi:42757	636
species:ncbi:36229	636
species:ncbi:5544	635
species:ncbi:85061	635
species:ncbi:34610	635
species:ncbi:203	633
species:ncbi:4102	632
species:ncbi:1584	631
species:ncbi:44947	629
species:ncbi:8040	626
species:ncbi:86665	625
species:ncbi:6530	624
species:ncbi:4529	623
species:ncbi:165353	622
species:ncbi:274808	621
species:ncbi:36278	619
species:ncbi:414	619
species:ncbi:1513	618
species:ncbi:5827	617
species:ncbi:4931	617
species:ncbi:1338	617
species:ncbi:2243	617
species:ncbi:4212	615
species:ncbi:7141	614
species:ncbi:587	614
species:ncbi:318829	613
species:ncbi:9361	612
species:ncbi:7897	612
species:ncbi:7167	611
species:ncbi:62324	610
species:ncbi:105351	610
species:ncbi:8284	610
species:ncbi:8066	609
species:ncbi:1328	609
species:ncbi:5597	609
species:ncbi:8267	608
species:ncbi:4236	607
species:ncbi:100937	607
species:ncbi:33632	606
species:ncbi:34608	606
species:ncbi:10271	605
species:ncbi:191921	605
species:ncbi:5516	602
species:ncbi:1836	602
species:ncbi:8226	602
species:ncbi:12881	601
species:ncbi:442	599
species:ncbi:4151	599
species:ncbi:59899	599
species:ncbi:4509	597
species:ncbi:4876	596
species:ncbi:4202	596
species:ncbi:3046	594
species:ncbi:1049	593
species:ncbi:10060	593
species:ncbi:37349	592
species:ncbi:33903	592
species:ncbi:13632	591
species:ncbi:27317	591
species:ncbi:127999	591
species:ncbi:7177	590
species:ncbi:28980	590
species:ncbi:6921	588
species:ncbi:8475	588
species:ncbi:51239	588
species:ncbi:5044	587
species:ncbi:34362	586
species:ncbi:58824	585
species:ncbi:5775	584
species:ncbi:12327	583
species:ncbi:59689	580
species:ncbi:6887	580
species:ncbi:959	580
species:ncbi:1505	580
species:ncbi:9540	579
species:ncbi:35608	579
species:ncbi:27334	578
species:ncbi:879	577
species:ncbi:1406	577
species:ncbi:33085	575
species:ncbi:79674	575
species:ncbi:31286	575
species:ncbi:3505	573
species:ncbi:10786	573
species:ncbi:55513	571
species:ncbi:13689	571
species:ncbi:34317	570
species:ncbi:9938	566
species:ncbi:4460	565
species:ncbi:5346	564
species:ncbi:39113	563
species:ncbi:563466	563
species:ncbi:10181	562
species:ncbi:2110	562
species:ncbi:1334	562
species:ncbi:27337	562
species:ncbi:3088	561
species:ncbi:5872	561
species:ncbi:123737	560
species:ncbi:9548	560
species:ncbi:408	559
species:ncbi:93621	559
species:ncbi:1890	558
species:ncbi:134698	556
species:ncbi:10834	554
species:ncbi:6299	553
species:ncbi:3330	551
species:ncbi:9556	551
species:ncbi:9863	550
species:ncbi:172659	550
species:ncbi:53751	549
species:ncbi:3728	549
species:ncbi:36330	549
species:ncbi:53413	549
species:ncbi:172	547
species:ncbi:40380	547
species:ncbi:48106	546
species:ncbi:50733	546
species:ncbi:145282	546
species:ncbi:8036	545
species:ncbi:11788	545
species:ncbi:3981	544
species:ncbi:28042	544
species:ncbi:43166	544
species:ncbi:27848	543
species:ncbi:46685	542
species:ncbi:521	542
species:ncbi:48086	542
species:ncbi:28035	540
species:ncbi:9897	540
species:ncbi:34882	538
species:ncbi:7044	536
species:ncbi:160232	536
species:ncbi:7217	536
species:ncbi:358764	535
species:ncbi:6669	534
species:ncbi:5553	534
species:ncbi:37326	533
species:ncbi:2850	533
species:ncbi:5885	533
species:ncbi:8010	533
species:ncbi:7729	533
species:ncbi:8167	533
species:ncbi:90962	533
species:ncbi:50225	532
species:ncbi:63459	532
species:ncbi:10112	531
species:ncbi:8855	531
species:ncbi:1831	531
species:ncbi:11593	531
species:ncbi:34391	530
species:ncbi:277944	529
species:ncbi:71585	529
species:ncbi:32046	527
species:ncbi:831	526
species:ncbi:10649	526
species:ncbi:11263	526
species:ncbi:499232	526
species:ncbi:46909	525
species:ncbi:40355	525
species:ncbi:3914	525
species:ncbi:8260	524
species:ncbi:8574	524
species:ncbi:6997	524
species:ncbi:9742	523
species:ncbi:5535	522
species:ncbi:58933	522
species:ncbi:5804	521
species:ncbi:170325	521
species:ncbi:9733	521
species:ncbi:11021	521
species:ncbi:71647	521
species:ncbi:140	521
species:ncbi:3501	520
species:ncbi:164328	520
species:ncbi:77020	519
species:ncbi:494514	519
species:ncbi:40054	519
species:ncbi:9561	517
species:ncbi:844	517
species:ncbi:36427	517
species:ncbi:11080	515
species:ncbi:117530	514
species:ncbi:52584	513
species:ncbi:294128	513
species:ncbi:133901	513
species:ncbi:5889	512
species:ncbi:5111	512
species:ncbi:7653	512
species:ncbi:6100	511
species:ncbi:1680	511
species:ncbi:545	511
species:ncbi:971	511
species:ncbi:27778	510
species:ncbi:13013	509
species:ncbi:54556	509
species:ncbi:45438	509
species:ncbi:5742	508
species:ncbi:13447	508
species:ncbi:32595	507
species:ncbi:8020	506
species:ncbi:490835	506
species:ncbi:10157	506
species:ncbi:3663	505
species:ncbi:39089	504
species:ncbi:9970	504
species:ncbi:9511	503
species:ncbi:83912	502
species:ncbi:40697	502
species:ncbi:31721	502
species:ncbi:9	502
species:ncbi:238	501
species:ncbi:34869	500
species:ncbi:59463	500
species:ncbi:141191	500
species:ncbi:29695	500
species:ncbi:283036	499
species:ncbi:54126	498
species:ncbi:5081	498
species:ncbi:49451	498
species:ncbi:29295	497
species:ncbi:28197	497
species:ncbi:2320	496
species:ncbi:30608	495
species:ncbi:5554	495
species:ncbi:186538	495
species:ncbi:5695	494
species:ncbi:45351	494
species:ncbi:5077	493
species:ncbi:5065	493
species:ncbi:1785	492
species:ncbi:3078	491
species:ncbi:1353	491
species:ncbi:180763	491
species:ncbi:4547	490
species:ncbi:6187	490
species:ncbi:5757	490
species:ncbi:6610	490
species:ncbi:42415	489
species:ncbi:36185	489
species:ncbi:3656	489
species:ncbi:10991	489
species:ncbi:4047	489
species:ncbi:171251	489
species:ncbi:315576	487
species:ncbi:1346	487
species:ncbi:529	487
species:ncbi:70415	486
species:ncbi:1667	486
species:ncbi:88456	486
species:ncbi:659	485
species:ncbi:371726	485
species:ncbi:1784	485
species:ncbi:8654	484
species:ncbi:353	484
species:ncbi:10507	482
species:ncbi:34649	481
species:ncbi:28829	478
species:ncbi:4112	478
species:ncbi:40349	478
species:ncbi:264	477
species:ncbi:34373	475
species:ncbi:118510	475
species:ncbi:175694	474
species:ncbi:11955	474
species:ncbi:185739	474
species:ncbi:6604	473
species:ncbi:85431	473
species:ncbi:10129	473
species:ncbi:4837	473
species:ncbi:3870	473
species:ncbi:42254	471
species:ncbi:833	470
species:ncbi:12222	470
species:ncbi:9595	469
species:ncbi:72036	469
species:ncbi:9447	469
species:ncbi:50390	469
species:ncbi:28930	469
species:ncbi:2026	467
species:ncbi:58319	467
species:ncbi:5537	467
species:ncbi:4096	467
species:ncbi:599	466
species:ncbi:38727	466
species:ncbi:12232	465
species:ncbi:58839	465
species:ncbi:6205	464
species:ncbi:6645	464
species:ncbi:12139	464
species:ncbi:7048	462
species:ncbi:40041	460
species:ncbi:654	460
species:ncbi:4924	460
species:ncbi:4031	459
species:ncbi:1509	459
species:ncbi:58860	458
species:ncbi:80765	458
species:ncbi:27828	458
species:ncbi:115357	458
species:ncbi:5477	457
species:ncbi:33706	457
species:ncbi:8058	457
species:ncbi:11215	457
species:ncbi:33708	457
species:ncbi:12730	456
species:ncbi:31276	455
species:ncbi:9888	455
species:ncbi:5022	455
species:ncbi:1638	454
species:ncbi:9737	454
species:ncbi:12054	454
species:ncbi:45157	454
species:ncbi:11039	453
species:ncbi:1498	453
species:ncbi:674	452
species:ncbi:628	452
species:ncbi:5127	452
species:ncbi:34388	451
species:ncbi:12893	450
species:ncbi:6661	450
species:ncbi:5541	450
species:ncbi:37329	449
species:ncbi:3339	449
species:ncbi:69820	449
species:ncbi:33453	449
species:ncbi:7	448
species:ncbi:83560	447
species:ncbi:20340	446
species:ncbi:28448	445
species:ncbi:357231	445
species:ncbi:84645	445
species:ncbi:118073	445
species:ncbi:285590	444
species:ncbi:1260	443
species:ncbi:1744	443
species:ncbi:61084	443
species:ncbi:28227	443
species:ncbi:96345	443
species:ncbi:54734	442
species:ncbi:38942	442
species:ncbi:5082	441
species:ncbi:5871	441
species:ncbi:3067	440
species:ncbi:7971	440
species:ncbi:1888	440
species:ncbi:31241	440
species:ncbi:75140	440
species:ncbi:1624	439
species:ncbi:34508	439
species:ncbi:9767	438
species:ncbi:29466	437
species:ncbi:36987	437
species:ncbi:1097	436
species:ncbi:5627	435
species:ncbi:13773	435
species:ncbi:39152	435
species:ncbi:3645	435
species:ncbi:40353	435
species:ncbi:7782	434
species:ncbi:33528	434
species:ncbi:3891	434
species:ncbi:576	434
species:ncbi:1254	434
species:ncbi:31138	433
species:ncbi:7162	433
species:ncbi:41688	433
species:ncbi:4472	433
species:ncbi:8187	433
species:ncbi:157791	433
species:ncbi:36855	432
species:ncbi:29930	432
species:ncbi:1398	432
species:ncbi:54571	432
species:ncbi:52644	432
species:ncbi:504	432
species:ncbi:4060	432
species:ncbi:72491	431
species:ncbi:2187	431
species:ncbi:42674	431
species:ncbi:11153	430
species:ncbi:309978	430
species:ncbi:198116	430
species:ncbi:74613	429
species:ncbi:44588	429
species:ncbi:2334	429
species:ncbi:1292	428
species:ncbi:1665	428
species:ncbi:9716	428
species:ncbi:172644	428
species:ncbi:37862	425
species:ncbi:5877	425
species:ncbi:201	425
species:ncbi:6999	424
species:ncbi:51022	424
species:ncbi:9901	424
species:ncbi:7739	423
species:ncbi:10759	423
species:ncbi:123405	423
species:ncbi:136843	423
species:ncbi:28125	423
species:ncbi:7230	422
species:ncbi:52462	422
species:ncbi:29486	422
species:ncbi:2209	422
species:ncbi:76434	420
species:ncbi:7654	420
species:ncbi:28080	420
species:ncbi:774	420
species:ncbi:44397	420
species:ncbi:37734	419
species:ncbi:12663	418
species:ncbi:7801	418
species:ncbi:3821	418
species:ncbi:1281	417
species:ncbi:9945	417
species:ncbi:172269	417
species:ncbi:4233	417
species:ncbi:8330	416
species:ncbi:907	416
species:ncbi:7260	416
species:ncbi:4956	416
species:ncbi:3054	414
species:ncbi:33959	414
species:ncbi:1525	414
species:ncbi:210143	413
species:ncbi:648	413
species:ncbi:110835	413
species:ncbi:29255	412
species:ncbi:9837	412
species:ncbi:2021	411
species:ncbi:83555	411
species:ncbi:85571	411
species:ncbi:55057	410
species:ncbi:11885	410
species:ncbi:4568	409
species:ncbi:79798	409
species:ncbi:3696	408
species:ncbi:5479	408
species:ncbi:11630	408
species:ncbi:839	407
species:ncbi:4846	407
species:ncbi:5762	406
species:ncbi:6344	406
species:ncbi:7769	406
species:ncbi:9321	406
species:ncbi:83485	405
species:ncbi:4839	405
species:ncbi:217	405
species:ncbi:11608	403
species:ncbi:9981	403
species:ncbi:6266	403
species:ncbi:1863	403
species:ncbi:202207	402
species:ncbi:10089	402
species:ncbi:7398	402
species:ncbi:9601	401
species:ncbi:36722	401
species:ncbi:28251	401
species:ncbi:139723	401
species:ncbi:7748	400
species:ncbi:39030	400
species:ncbi:37347	399
species:ncbi:55810	399
species:ncbi:329	399
species:ncbi:1261	398
species:ncbi:115427	398
species:ncbi:304456	398
species:ncbi:46472	398
species:ncbi:4641	398
species:ncbi:7178	397
species:ncbi:12042	397
species:ncbi:12287	397
species:ncbi:6988	397
species:ncbi:88399	396
species:ncbi:183260	395
species:ncbi:1265	395
species:ncbi:36936	395
species:ncbi:8469	395
species:ncbi:1646	395
species:ncbi:3866	395
species:ncbi:42229	394
species:ncbi:8508	393
species:ncbi:2858	392
species:ncbi:4521	390
species:ncbi:5808	390
species:ncbi:11642	390
species:ncbi:1264	390
species:ncbi:37501	389
species:ncbi:29311	388
species:ncbi:53326	388
species:ncbi:1780	388
species:ncbi:109871	388
species:ncbi:50959	387
species:ncbi:7168	387
species:ncbi:163159	387
species:ncbi:27405	386
species:ncbi:56350	386
species:ncbi:3735	386
species:ncbi:4808	385
species:ncbi:28232	384
species:ncbi:28214	384
species:ncbi:204149	384
species:ncbi:46260	383
species:ncbi:34884	383
species:ncbi:482538	383
species:ncbi:7938	382
species:ncbi:9858	382
species:ncbi:3915	381
species:ncbi:48253	381
species:ncbi:44386	380
species:ncbi:59818	380
species:ncbi:71806	379
species:ncbi:110766	379
species:ncbi:7166	379
species:ncbi:6087	378
species:ncbi:728	378
species:ncbi:31234	378
species:ncbi:38289	377
species:ncbi:996	377
species:ncbi:65071	377
species:ncbi:143948	377
species:ncbi:53468	376
species:ncbi:12657	376
species:ncbi:2286	376
species:ncbi:32201	376
species:ncbi:5970	376
species:ncbi:758	376
species:ncbi:8017	376
species:ncbi:59201	376
species:ncbi:3559	375
species:ncbi:9770	375
species:ncbi:7264	375
species:ncbi:391	374
species:ncbi:13180	373
species:ncbi:64391	373
species:ncbi:5418	373
species:ncbi:34740	373
species:ncbi:10149	373
species:ncbi:12896	372
species:ncbi:29561	371
species:ncbi:107243	371
species:ncbi:13821	370
species:ncbi:9713	370
species:ncbi:57078	369
species:ncbi:2771	369
species:ncbi:9861	368
species:ncbi:28038	367
species:ncbi:6386	367
species:ncbi:9678	367
species:ncbi:1752	367
species:ncbi:114292	367
species:ncbi:34620	366
species:ncbi:43352	366
species:ncbi:9612	365
species:ncbi:37657	365
species:ncbi:786	365
species:ncbi:83557	364
species:ncbi:104688	364
species:ncbi:4954	364
species:ncbi:54292	364
species:ncbi:143350	363
species:ncbi:4853	362
species:ncbi:65948	362
species:ncbi:1405	362
species:ncbi:61384	362
species:ncbi:49390	362
species:ncbi:102862	362
species:ncbi:481310	361
species:ncbi:33990	361
species:ncbi:114476	361
species:ncbi:1108	361
species:ncbi:1542	361
species:ncbi:2188	361
species:ncbi:30548	361
species:ncbi:1520	360
species:ncbi:3868	359
species:ncbi:9187	359
species:ncbi:1927	358
species:ncbi:12205	358
species:ncbi:8056	358
species:ncbi:30670	358
species:ncbi:100952	358
species:ncbi:35128	358
species:ncbi:4428	358
species:ncbi:2866	358
species:ncbi:82096	357
species:ncbi:40348	357
species:ncbi:228	356
species:ncbi:29719	356
species:ncbi:4024	356
species:ncbi:79782	356
species:ncbi:2094	356
species:ncbi:8245	355
species:ncbi:29154	355
species:ncbi:2265	355
species:ncbi:1079	355
species:ncbi:614	355
species:ncbi:40993	355
species:ncbi:35579	354
species:ncbi:27381	354
species:ncbi:426	353
species:ncbi:8726	353
species:ncbi:40932	352
species:ncbi:1363	352
species:ncbi:7924	352
species:ncbi:27602	351
species:ncbi:61180	351
species:ncbi:57975	351
species:ncbi:29918	350
species:ncbi:5867	350
species:ncbi:5663	350
species:ncbi:9365	349
species:ncbi:33033	348
species:ncbi:91201	348
species:ncbi:1787	348
species:ncbi:7904	348
species:ncbi:732	348
species:ncbi:11079	347
species:ncbi:3496	347
species:ncbi:43335	347
species:ncbi:8323	346
species:ncbi:11212	346
species:ncbi:68888	346
species:ncbi:31604	345
species:ncbi:33203	345
species:ncbi:4265	345
species:ncbi:3335	344
species:ncbi:33127	343
species:ncbi:56262	342
species:ncbi:37546	342
species:ncbi:91943	342
species:ncbi:53345	342
species:ncbi:49827	342
species:ncbi:7071	341
species:ncbi:63417	341
species:ncbi:88728	341
species:ncbi:1255	341
species:ncbi:302911	340
species:ncbi:4571	340
species:ncbi:47257	339
species:ncbi:7892	339
species:ncbi:439823	339
species:ncbi:229037	339
species:ncbi:3848	338
species:ncbi:4087	338
species:ncbi:43150	338
species:ncbi:48668	338
species:ncbi:46212	338
species:ncbi:28090	338
species:ncbi:57047	337
species:ncbi:10068	337
species:ncbi:9662	336
species:ncbi:158441	336
species:ncbi:65343	336
species:ncbi:119602	336
species:ncbi:82508	336
species:ncbi:30640	335
species:ncbi:553611	335
species:ncbi:9268	335
species:ncbi:3873	335
species:ncbi:63330	335
species:ncbi:11240	335
species:ncbi:142102	335
species:ncbi:52066	335
species:ncbi:182333	334
species:ncbi:6938	334
species:ncbi:10743	334
species:ncbi:112863	334
species:ncbi:71139	334
species:ncbi:112525	333
species:ncbi:110368	333
species:ncbi:9690	333
species:ncbi:5503	333
species:ncbi:37919	333
species:ncbi:37629	332
species:ncbi:45882	332
species:ncbi:70566	332
species:ncbi:13204	332
species:ncbi:28039	331
species:ncbi:43151	331
species:ncbi:42231	330
species:ncbi:41496	330
species:ncbi:27973	330
species:ncbi:46867	330
species:ncbi:6761	330
species:ncbi:671	330
species:ncbi:8729	329
species:ncbi:12228	329
species:ncbi:38868	329
species:ncbi:8479	329
species:ncbi:12285	328
species:ncbi:11152	328
species:ncbi:48193	327
species:ncbi:64040	327
species:ncbi:67780	327
species:ncbi:8725	326
species:ncbi:5853	326
species:ncbi:301	326
species:ncbi:113636	326
species:ncbi:9891	326
species:ncbi:1296	326
species:ncbi:82528	326
species:ncbi:7425	326
species:ncbi:80866	326
species:ncbi:76772	325
species:ncbi:4555	325
species:ncbi:5286	324
species:ncbi:34886	324
species:ncbi:10291	323
species:ncbi:1889	323
species:ncbi:60516	323
species:ncbi:3347	323
species:ncbi:45949	323
species:ncbi:3512	323
species:ncbi:55489	323
species:ncbi:4470	322
species:ncbi:10679	322
species:ncbi:8717	322
species:ncbi:34087	322
species:ncbi:12315	322
species:ncbi:237895	321
species:ncbi:44449	321
species:ncbi:34105	321
species:ncbi:480973	320
species:ncbi:479907	320
species:ncbi:8665	320
species:ncbi:198112	320
species:ncbi:39584	320
species:ncbi:210369	320
species:ncbi:172200	320
species:ncbi:1490	319
species:ncbi:7385	319
species:ncbi:12267	319
species:ncbi:1708	318
species:ncbi:61452	318
species:ncbi:9580	318
species:ncbi:7536	318
species:ncbi:39758	317
species:ncbi:7886	317
